OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
,2245009037,,5411.0,,,North,,,Tyrone,Avenue,,,,,,,,,,,,1-24,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{EAA977AC-2D00-41D7-BA9F-0B877797320B},0.0,,EAA977AC-2D00-41D7-BA9F-0B877797320B,Unknown,,N,,,Ave,N Tyrone Ave,2023-09-12 23:03:18+00:00,5411 N Tyrone Ave 1-24 Van Nuys 91401,EAA977AC-2D00-41D7-BA9F-0B877797320B_5411_N_Tyrone_Ave_1-24_Van_Nuys_91401,Tyrone,5411 N Tyrone Avenue Ave 1-24 Los Angeles 91401,,,POINT (6427218.148068 1884301.411464),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245023040,,14214.0,,,West,,,Burbank,Boulevard,,,,,,,,,,,,1-44,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{6B3CCD52-E927-4626-B33F-CAF0BE1143C9},0.0,,6B3CCD52-E927-4626-B33F-CAF0BE1143C9,Unknown,,W,,,Blvd,W Burbank Blvd,2023-09-12 23:03:18+00:00,14214 W Burbank Blvd 1-44 Van Nuys 91401,6B3CCD52-E927-4626-B33F-CAF0BE1143C9_14214_W_Burbank_Blvd_1-44_Van_Nuys_91401,Burbank,14214 W Burbank Boulevard Blvd 1-44 Los Angeles 91401,,,POINT (6427712.057185 1885252.421373),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245025009,,5428.0,1/2,,North,,,Calhoun,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{5AB95F81-1C51-4497-AD42-A6553EB3DDE0},0.0,,5AB95F81-1C51-4497-AD42-A6553EB3DDE0,Unknown,,N,,,Ave,N Calhoun Ave,2024-05-12 21:05:27+00:00,5428 1/2 N Calhoun Ave Van Nuys 91401,5AB95F81-1C51-4497-AD42-A6553EB3DDE0_5428_1/2_N_Calhoun_Ave_Van_Nuys_91401,Calhoun,5428 1/2 N Calhoun Avenue Ave Los Angeles 91401,,,POINT (6428019.719956 1884413.270164),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245026001,,5538.0,,,North,,,Stansbury,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{B487B5A2-2897-4E66-BCE8-1228F2DA91D5},0.0,,B487B5A2-2897-4E66-BCE8-1228F2DA91D5,Unknown,,N,,,Ave,N Stansbury Ave,2023-09-12 23:03:18+00:00,5538 N Stansbury Ave Van Nuys 91401,B487B5A2-2897-4E66-BCE8-1228F2DA91D5_5538_N_Stansbury_Ave_Van_Nuys_91401,Stansbury,5538 N Stansbury Avenue Ave Los Angeles 91401,,,POINT (6428272.49176 1885041.21543),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245026019,,14134.0,,,West,,,Burbank,Boulevard,,,,,,,,,,,,1-17,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{E6B90E3E-8CD3-4245-9824-5A25810D44E4},0.0,,E6B90E3E-8CD3-4245-9824-5A25810D44E4,Unknown,,W,,,Blvd,W Burbank Blvd,2023-09-12 23:03:18+00:00,14134 W Burbank Blvd 1-17 Van Nuys 91401,E6B90E3E-8CD3-4245-9824-5A25810D44E4_14134_W_Burbank_Blvd_1-17_Van_Nuys_91401,Burbank,14134 W Burbank Boulevard Blvd 1-17 Los Angeles 91401,,,POINT (6428243.777578 1885250.945326),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245026023,,14116.0,1/4,,West,,,Burbank,Boulevard,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{4AB36DA6-CE5B-4DEB-95E2-42383B91E1A3},0.0,,4AB36DA6-CE5B-4DEB-95E2-42383B91E1A3,Unknown,,W,,,Blvd,W Burbank Blvd,2024-05-12 21:05:27+00:00,14116 1/4 W Burbank Blvd Van Nuys 91401,4AB36DA6-CE5B-4DEB-95E2-42383B91E1A3_14116_1/4_W_Burbank_Blvd_Van_Nuys_91401,Burbank,14116 1/4 W Burbank Boulevard Blvd Los Angeles 91401,,,POINT (6428377.906575 1885230.564461),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245026027,,5547.0,,,North,,,Hazeltine,Avenue,,,,,,,,,,,,1-2,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{A348803C-1B7E-414B-8E0F-6AF59D3028D2},0.0,,A348803C-1B7E-414B-8E0F-6AF59D3028D2,Unknown,,N,,,Ave,N Hazeltine Ave,2023-09-12 23:03:18+00:00,5547 N Hazeltine Ave 1-2 Van Nuys 91401,A348803C-1B7E-414B-8E0F-6AF59D3028D2_5547_N_Hazeltine_Ave_1-2_Van_Nuys_91401,Hazeltine,5547 N Hazeltine Avenue Ave 1-2 Los Angeles 91401,,,POINT (6428543.93938 1885109.029599),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2245026072,,14148.0,,,,,,Burbank,Boulevard,,,,,,,,,,,UNIT,7,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,Assessor,{0A2E44C9-FD92-4577-A1DD-30B9CD2D33DC},0.0,,0A2E44C9-FD92-4577-A1DD-30B9CD2D33DC,Unknown,,,,,Blvd,Burbank Blvd,2024-05-12 21:05:27+00:00,14148 Burbank Blvd UNIT 7 Van Nuys 91401,0A2E44C9-FD92-4577-A1DD-30B9CD2D33DC_14148_Burbank_Blvd_UNIT_7_Van_Nuys_91401,Burbank,14148 Burbank Boulevard Blvd UNIT 7 Los Angeles 91401,,,POINT (6428064.908186 1885193.474968),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2246006018,,5918.0,,,,,,I,,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,Assessor,{80282786-9180-47A7-A731-0027C03ADC9B},0.0,,80282786-9180-47A7-A731-0027C03ADC9B,Unknown,,,,,,I,2024-04-27 17:13:09+00:00,5918 I Van Nuys 91401,80282786-9180-47A7-A731-0027C03ADC9B_5918_I_Van_Nuys_91401,I,5918 I Los Angeles 91401,,,POINT (6430341.541428 1887490.617027),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2246028010,,5630.0,1/2,,North,,,Ranchito,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{E14FF5D8-068C-47C5-B1CF-18BCBD168D70},0.0,,E14FF5D8-068C-47C5-B1CF-18BCBD168D70,Unknown,,N,,,Ave,N Ranchito Ave,2024-05-12 21:05:27+00:00,5630 1/2 N Ranchito Ave Van Nuys 91401,E14FF5D8-068C-47C5-B1CF-18BCBD168D70_5630_1/2_N_Ranchito_Ave_Van_Nuys_91401,Ranchito,5630 1/2 N Ranchito Avenue Ave Los Angeles 91401,,,POINT (6429970.582852 1885676.446771),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247001011,,5540.0,,,North,,,Mammoth,Avenue,,,,,,,,,,,,1-9,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{A0E70034-6F65-4308-AE90-453714F6EA09},0.0,,A0E70034-6F65-4308-AE90-453714F6EA09,Unknown,,N,,,Ave,N Mammoth Ave,2023-09-12 23:03:18+00:00,5540 N Mammoth Ave 1-9 Van Nuys 91401,A0E70034-6F65-4308-AE90-453714F6EA09_5540_N_Mammoth_Ave_1-9_Van_Nuys_91401,Mammoth,5540 N Mammoth Avenue Ave 1-9 Los Angeles 91401,,,POINT (6430938.104867 1885063.926671),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247002010,,5550.0,,,North,,,Matilija,Avenue,,,,,,,,,,,,1-3,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{8E021C9B-1F9E-4F66-A562-8EF93296E7D3},0.0,,8E021C9B-1F9E-4F66-A562-8EF93296E7D3,Unknown,,N,,,Ave,N Matilija Ave,2023-09-12 23:03:18+00:00,5550 N Matilija Ave 1-3 Van Nuys 91401,8E021C9B-1F9E-4F66-A562-8EF93296E7D3_5550_N_Matilija_Ave_1-3_Van_Nuys_91401,Matilija,5550 N Matilija Avenue Ave 1-3 Los Angeles 91401,,,POINT (6430606.333549 1885165.32345),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247003013,,5534.0,1/2,,North,,,Cantaloupe,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{04884D61-B76B-4AA5-804F-8A9767392CC6},0.0,,04884D61-B76B-4AA5-804F-8A9767392CC6,Unknown,,N,,,Ave,N Cantaloupe Ave,2024-05-12 21:05:27+00:00,5534 1/2 N Cantaloupe Ave Van Nuys 91401,04884D61-B76B-4AA5-804F-8A9767392CC6_5534_1/2_N_Cantaloupe_Ave_Van_Nuys_91401,Cantaloupe,5534 1/2 N Cantaloupe Avenue Ave Los Angeles 91401,,,POINT (6430298.083181 1885021.689879),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247003018,,5500.0,,,North,,,Cantaloupe,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{AFB08563-E5D6-4340-AEA8-DA00BD27466D},0.0,,AFB08563-E5D6-4340-AEA8-DA00BD27466D,Unknown,,N,,,Ave,N Cantaloupe Ave,2023-09-12 23:03:18+00:00,5500 N Cantaloupe Ave Van Nuys 91401,AFB08563-E5D6-4340-AEA8-DA00BD27466D_5500_N_Cantaloupe_Ave_Van_Nuys_91401,Cantaloupe,5500 N Cantaloupe Avenue Ave Los Angeles 91401,,,POINT (6430279.474623 1884725.107138),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247004018,,13860.0,,,West,,,Burbank,Boulevard,,,,,,,,,,,,1-34,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{0EF3C8FF-0273-4C85-A47D-E60BEB4FA69A},0.0,,0EF3C8FF-0273-4C85-A47D-E60BEB4FA69A,Unknown,,W,,,Blvd,W Burbank Blvd,2023-09-12 23:03:18+00:00,13860 W Burbank Blvd 1-34 Van Nuys 91401,0EF3C8FF-0273-4C85-A47D-E60BEB4FA69A_13860_W_Burbank_Blvd_1-34_Van_Nuys_91401,Burbank,13860 W Burbank Boulevard Blvd 1-34 Los Angeles 91401,,,POINT (6430022.089311 1885244.73274),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247007006,,5547.0,1/2,,North,,,Costello,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{C3011C28-9AD5-48C7-BD4E-F23DFE442000},0.0,,C3011C28-9AD5-48C7-BD4E-F23DFE442000,Unknown,,N,,,Ave,N Costello Ave,2024-05-12 21:05:27+00:00,5547 1/2 N Costello Ave Van Nuys 91401,C3011C28-9AD5-48C7-BD4E-F23DFE442000_5547_1/2_N_Costello_Ave_Van_Nuys_91401,Costello,5547 1/2 N Costello Avenue Ave Los Angeles 91401,,,POINT (6429107.341468 1885182.267641),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247008007,,5530.0,1/2,,North,,,Hazeltine,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{A60CA5D9-4C5E-4A04-AFC1-A5F02CA02499},0.0,,A60CA5D9-4C5E-4A04-AFC1-A5F02CA02499,Unknown,,N,,,Ave,N Hazeltine Ave,2024-05-12 21:05:27+00:00,5530 1/2 N Hazeltine Ave Van Nuys 91401,A60CA5D9-4C5E-4A04-AFC1-A5F02CA02499_5530_1/2_N_Hazeltine_Ave_Van_Nuys_91401,Hazeltine,5530 1/2 N Hazeltine Avenue Ave Los Angeles 91401,,,POINT (6428651.252813 1885015.006821),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247011006,,13933.0,,,West,,,Cumpston,Street,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{75D242DD-C943-4530-8154-373C31473264},0.0,,75D242DD-C943-4530-8154-373C31473264,Unknown,,W,,,St,W Cumpston St,2023-09-12 23:03:18+00:00,13933 W Cumpston St Van Nuys 91401,75D242DD-C943-4530-8154-373C31473264_13933_W_Cumpston_St_Van_Nuys_91401,Cumpston,13933 W Cumpston Street St Los Angeles 91401,,,POINT (6429530.534847 1884379.501202),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247015001,,5205.0,,,North,,,Woodman,Avenue,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,LA City,{FD7869FF-F102-45CC-A094-31BB46839F66},0.0,,FD7869FF-F102-45CC-A094-31BB46839F66,Unknown,,N,,,Ave,N Woodman Ave,2023-09-12 23:03:18+00:00,5205 N Woodman Ave Sherman Oaks 91423,FD7869FF-F102-45CC-A094-31BB46839F66_5205_N_Woodman_Ave_Sherman_Oaks_91423,Woodman,5205 N Woodman Avenue Ave Los Angeles 91423,,,POINT (6431135.595942 1882811.033867),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247015004,,13733.0,,,,,,Shoup,Avenue,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{213591AE-D86E-480A-80BC-43640AC02F10},0.0,,213591AE-D86E-480A-80BC-43640AC02F10,Unknown,,,,,Ave,Shoup Ave,2024-04-27 17:13:09+00:00,13733 Shoup Ave Sherman Oaks 91423,213591AE-D86E-480A-80BC-43640AC02F10_13733_Shoup_Ave_Sherman_Oaks_91423,Shoup,13733 Shoup Avenue Ave Los Angeles 91423,,,POINT (6430827.854431 1882846.200135),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247015007,,13858.0,,,West,,,Weddington,Street,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{1A4807C4-F3D8-4FAE-9129-F10FFC4512E7},0.0,,1A4807C4-F3D8-4FAE-9129-F10FFC4512E7,Unknown,,W,,,St,W Weddington St,2023-09-12 23:03:18+00:00,13858 W Weddington St Van Nuys 91401,1A4807C4-F3D8-4FAE-9129-F10FFC4512E7_13858_W_Weddington_St_Van_Nuys_91401,Weddington,13858 W Weddington Street St Los Angeles 91401,,,POINT (6430018.067337 1883278.276043),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247016026,,13711.0,1/2,,West,,,Weddington,Street,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{07432590-7DB4-4A4C-B9DB-8A1CA986FF4D},0.0,,07432590-7DB4-4A4C-B9DB-8A1CA986FF4D,Unknown,,W,,,St,W Weddington St,2024-05-12 21:05:27+00:00,13711 1/2 W Weddington St Van Nuys 91401,07432590-7DB4-4A4C-B9DB-8A1CA986FF4D_13711_1/2_W_Weddington_St_Van_Nuys_91401,Weddington,13711 1/2 W Weddington Street St Los Angeles 91401,,,POINT (6431048.956679 1883469.150005),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247016026,,13711.0,1/3,,West,,,Weddington,Street,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{51195D9B-A532-430B-9580-6DC04A4DB39D},0.0,,51195D9B-A532-430B-9580-6DC04A4DB39D,Unknown,,W,,,St,W Weddington St,2024-05-12 21:05:27+00:00,13711 1/3 W Weddington St Van Nuys 91401,51195D9B-A532-430B-9580-6DC04A4DB39D_13711_1/3_W_Weddington_St_Van_Nuys_91401,Weddington,13711 1/3 W Weddington Street St Los Angeles 91401,,,POINT (6431109.183265 1883469.150005),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247017016,,13937.0,,,West,,,Margate,Street,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{91771D5C-AD4B-4344-83DD-37256727AB32},0.0,,91771D5C-AD4B-4344-83DD-37256727AB32,Unknown,,W,,,St,W Margate St,2023-09-12 23:03:18+00:00,13937 W Margate St Van Nuys 91401,91771D5C-AD4B-4344-83DD-37256727AB32_13937_W_Margate_St_Van_Nuys_91401,Margate,13937 W Margate Street St Los Angeles 91401,,,POINT (6429459.739713 1883670.437988),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2247020040,,13950.0,,,,,,Portafino,Court,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{5A5149AA-8022-4251-9E09-524CF85C2563},0.0,,5A5149AA-8022-4251-9E09-524CF85C2563,Unknown,,,,,Ct,Portafino Ct,2024-04-27 17:13:09+00:00,13950 Portafino Ct Sherman Oaks 91423,5A5149AA-8022-4251-9E09-524CF85C2563_13950_Portafino_Ct_Sherman_Oaks_91423,Portafino,13950 Portafino Court Ct Los Angeles 91423,,,POINT (6429416.163357 1882904.25809),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248002042,,14360.0,,,,,,Camino Palmero,Street,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{71530A57-5B47-4E6E-B93E-3B8C03CF78E9},0.0,,71530A57-5B47-4E6E-B93E-3B8C03CF78E9,Unknown,,,,,St,Camino Palmero St,2024-04-27 17:13:09+00:00,14360 Camino Palmero St Sherman Oaks 91423,71530A57-5B47-4E6E-B93E-3B8C03CF78E9_14360_Camino_Palmero_St_Sherman_Oaks_91423,Camino Palmero,14360 Camino Palmero Street St Los Angeles 91423,,,POINT (6426640.153161 1879928.789959),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248004027,,4806.0,,,,,,Ferrara,Court,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{B110359D-A1DC-4349-A396-3037AE8EB35C},0.0,,B110359D-A1DC-4349-A396-3037AE8EB35C,Unknown,,,,,Ct,Ferrara Ct,2024-04-27 17:13:09+00:00,4806 Ferrara Ct Sherman Oaks 91423,B110359D-A1DC-4349-A396-3037AE8EB35C_4806_Ferrara_Ct_Sherman_Oaks_91423,Ferrara,4806 Ferrara Court Ct Los Angeles 91423,,,POINT (6426658.932323 1880151.787873),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248006015,,4841.0,,,North,,,Tilden,Avenue,,,,,,,,,,,,,91403,,Los Angeles,Sherman Oaks,,,,,LA City,{974E2FF6-D305-4985-8C25-B1F2851096B6},0.0,,974E2FF6-D305-4985-8C25-B1F2851096B6,Unknown,,N,,,Ave,N Tilden Ave,2023-09-12 23:03:18+00:00,4841 N Tilden Ave Sherman Oaks 91403,974E2FF6-D305-4985-8C25-B1F2851096B6_4841_N_Tilden_Ave_Sherman_Oaks_91403,Tilden,4841 N Tilden Avenue Ave Los Angeles 91403,,,POINT (6426197.372879 1880480.593974),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248007144,,14432.0,,,,,,Lucera,Court,,,,,,,,,,,,,91423,,Los Angeles,Sherman Oaks,Van Nuys,,,,Assessor,{9B0896BD-512E-4BE8-835D-61BE1BFAEC8D},0.0,,9B0896BD-512E-4BE8-835D-61BE1BFAEC8D,Unknown,,,,,Ct,Lucera Ct,2024-04-27 17:13:09+00:00,14432 Lucera Ct Sherman Oaks 91423,9B0896BD-512E-4BE8-835D-61BE1BFAEC8D_14432_Lucera_Ct_Sherman_Oaks_91423,Lucera,14432 Lucera Court Ct Los Angeles 91423,,,POINT (6426193.571377 1881260.377191),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248010002,,5252.0,,,North,,,Lennox,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{9E61624E-1A9D-4C77-A9AF-6AD92C75F90A},0.0,,9E61624E-1A9D-4C77-A9AF-6AD92C75F90A,Unknown,,N,,,Ave,N Lennox Ave,2023-09-12 23:03:18+00:00,5252 N Lennox Ave Van Nuys 91401,9E61624E-1A9D-4C77-A9AF-6AD92C75F90A_5252_N_Lennox_Ave_Van_Nuys_91401,Lennox,5252 N Lennox Avenue Ave Los Angeles 91401,,,POINT (6426966.18827 1883255.869263),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248012005,,5238.0,,,North,,,Tilden,Avenue,,,,,,,,,,,,1-4,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{58D2104B-E733-4FD8-B0C1-1B1952C2E972},0.0,,58D2104B-E733-4FD8-B0C1-1B1952C2E972,Unknown,,N,,,Ave,N Tilden Ave,2023-09-12 23:03:18+00:00,5238 N Tilden Ave 1-4 Van Nuys 91401,58D2104B-E733-4FD8-B0C1-1B1952C2E972_5238_N_Tilden_Ave_1-4_Van_Nuys_91401,Tilden,5238 N Tilden Avenue Ave 1-4 Los Angeles 91401,,,POINT (6426337.003505 1883101.643194),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248012007,,5228.0,1/4,,North,,,Tilden,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{567231CF-FA13-47D2-90A5-5F1644643ED1},0.0,,567231CF-FA13-47D2-90A5-5F1644643ED1,Unknown,,N,,,Ave,N Tilden Ave,2024-05-12 21:05:27+00:00,5228 1/4 N Tilden Ave Van Nuys 91401,567231CF-FA13-47D2-90A5-5F1644643ED1_5228_1/4_N_Tilden_Ave_Van_Nuys_91401,Tilden,5228 1/4 N Tilden Avenue Ave Los Angeles 91401,,,POINT (6426381.15007 1883003.586631),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248012009,,5218.0,1/2,,North,,,Tilden,Avenue,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{F4BED678-3714-4070-8D40-3F710A4EB2BF},0.0,,F4BED678-3714-4070-8D40-3F710A4EB2BF,Unknown,,N,,,Ave,N Tilden Ave,2024-05-12 21:05:27+00:00,5218 1/2 N Tilden Ave Van Nuys 91401,F4BED678-3714-4070-8D40-3F710A4EB2BF_5218_1/2_N_Tilden_Ave_Van_Nuys_91401,Tilden,5218 1/2 N Tilden Avenue Ave Los Angeles 91401,,,POINT (6426349.985106 1882907.590104),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248013017,,5237.0,,,North,,,Tilden,Avenue,,,,,,,,,,,,1-3,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{EB105E81-BD29-429C-885F-B0378E5EC5F6},0.0,,EB105E81-BD29-429C-885F-B0378E5EC5F6,Unknown,,N,,,Ave,N Tilden Ave,2023-09-12 23:03:18+00:00,5237 N Tilden Ave 1-3 Van Nuys 91401,EB105E81-BD29-429C-885F-B0378E5EC5F6_5237_N_Tilden_Ave_1-3_Van_Nuys_91401,Tilden,5237 N Tilden Avenue Ave 1-3 Los Angeles 91401,,,POINT (6426211.525409 1883076.640947),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248013018,,5245.0,,,North,,,Tilden,Avenue,,,,,,,,,,,,1-2,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{80CFD1B8-765F-48E2-90A5-FDFBD42AE905},0.0,,80CFD1B8-765F-48E2-90A5-FDFBD42AE905,Unknown,,N,,,Ave,N Tilden Ave,2023-09-12 23:03:18+00:00,5245 N Tilden Ave 1-2 Van Nuys 91401,80CFD1B8-765F-48E2-90A5-FDFBD42AE905_5245_N_Tilden_Ave_1-2_Van_Nuys_91401,Tilden,5245 N Tilden Avenue Ave 1-2 Los Angeles 91401,,,POINT (6426214.525403 1883152.922619),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248014001,,5373.0,,,North,,,Circle,Drive,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{55A99B1B-3E94-49A5-ACFA-251C6B7443FA},0.0,,55A99B1B-3E94-49A5-ACFA-251C6B7443FA,Unknown,,N,,,Dr,N Circle Dr,2023-09-12 23:03:18+00:00,5373 N Circle Dr Van Nuys 91401,55A99B1B-3E94-49A5-ACFA-251C6B7443FA_5373_N_Circle_Dr_Van_Nuys_91401,Circle,5373 N Circle Drive Dr Los Angeles 91401,,,POINT (6426436.097467 1883911.547742),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,2248014010,,5366.0,1/2,,North,,,Circle,Drive,,,,,,,,,,,,,91401,,Los Angeles,Van Nuys,Sherman Oaks,,,,LA City,{2985D723-8BD8-4733-9A0A-8B7ABB8A3BD6},0.0,,2985D723-8BD8-4733-9A0A-8B7ABB8A3BD6,Unknown,,N,,,Dr,N Circle Dr,2024-05-12 21:05:27+00:00,5366 1/2 N Circle Dr Van Nuys 91401,2985D723-8BD8-4733-9A0A-8B7ABB8A3BD6_5366_1/2_N_Circle_Dr_Van_Nuys_91401,Circle,5366 1/2 N Circle Drive Dr Los Angeles 91401,,,POINT (6426496.576677 1883799.436746),Complete_But_Phantom_addresses_representative_[validatedResult]_6552rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
