FullAddress,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
1688 Vac/Sierra Hwy/Vic San Gabriel A Acton 93510,,3057015033,,1688,,,,,,Vac/Sierra Hwy/Vic San Gabriel A,,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{E0E906E6-C7F8-40C3-AFF2-6EA98F5AC384},0,,E0E906E6-C7F8-40C3-AFF2-6EA98F5AC384,Unknown,,,,,,Vac/Sierra Hwy/Vic San Gabriel A,2015-05-01 18:10:13+00:00,1688 Vac/Sierra Hwy/Vic San Gabriel A Acton 93510,E0E906E6-C7F8-40C3-AFF2-6EA98F5AC384_1688_Vac/Sierra_Hwy/Vic_San_Gabriel_A_Acton_93510,Vac/Sierra Hwy/Vic San Gabriel A,1688 Vac/Sierra Hwy/Vic San Gabriel A Acton 93510,,,POINT (6517511.939593 1999533.648846),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Desert Rd/Vic Sierra Hwy Acton 93510,,3057023002,,0,,,,,,Vac/Desert Rd/Vic Sierra,Highway,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{5D693344-CD3D-4068-9A34-68F940D9464D},0,,5D693344-CD3D-4068-9A34-68F940D9464D,Unknown,,,,,Hwy,Vac/Desert Rd/Vic Sierra Hwy,2015-05-01 18:08:00+00:00,Vac/Desert Rd/Vic Sierra Hwy Acton 93510,5D693344-CD3D-4068-9A34-68F940D9464D__Vac/Desert_Rd/Vic_Sierra_Hwy_Acton_93510,Vac/Desert Rd/Vic Sierra,Vac/Desert Rd/Vic Sierra Highway Hwy Acton 93510,,,POINT (6512354.533241 2001216.394825),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Desert Rd/Vic Antelope St Acton 93510,,3057023005,,0,,,,,,Vac/Desert Rd/Vic Antelope,Street,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{DEC899D3-B6FF-4F09-B329-A1D878D97B3B},0,,DEC899D3-B6FF-4F09-B329-A1D878D97B3B,Unknown,,,,,St,Vac/Desert Rd/Vic Antelope St,2015-05-01 18:09:59+00:00,Vac/Desert Rd/Vic Antelope St Acton 93510,DEC899D3-B6FF-4F09-B329-A1D878D97B3B__Vac/Desert_Rd/Vic_Antelope_St_Acton_93510,Vac/Desert Rd/Vic Antelope,Vac/Desert Rd/Vic Antelope Street St Acton 93510,,,POINT (6512347.298676 2001619.238507),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Clanfield St/Vic Desert Rd Acton 93510,,3057023013,,0,,,,,,Vac/Clanfield St/Vic Desert,Road,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{B868BA09-2EDE-4D50-BF3D-1970E7CE7404},0,,B868BA09-2EDE-4D50-BF3D-1970E7CE7404,Unknown,,,,,Rd,Vac/Clanfield St/Vic Desert Rd,2015-05-01 18:12:58+00:00,Vac/Clanfield St/Vic Desert Rd Acton 93510,B868BA09-2EDE-4D50-BF3D-1970E7CE7404__Vac/Clanfield_St/Vic_Desert_Rd_Acton_93510,Vac/Clanfield St/Vic Desert,Vac/Clanfield St/Vic Desert Road Rd Acton 93510,,,POINT (6512458.918859 2002576.077801),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Desert Rd/Vic Clanfield St Acton 93510,,3057023016,,0,,,,,,Vac/Desert Rd/Vic Clanfield,Street,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{D7C6369D-C80F-4E26-9A29-5E9E1F5A3100},0,,D7C6369D-C80F-4E26-9A29-5E9E1F5A3100,Unknown,,,,,St,Vac/Desert Rd/Vic Clanfield St,2015-05-01 18:19:47+00:00,Vac/Desert Rd/Vic Clanfield St Acton 93510,D7C6369D-C80F-4E26-9A29-5E9E1F5A3100__Vac/Desert_Rd/Vic_Clanfield_St_Acton_93510,Vac/Desert Rd/Vic Clanfield,Vac/Desert Rd/Vic Clanfield Street St Acton 93510,,,POINT (6511903.810061 2002644.512703),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Courtney Ter Acton 93510,,3057025018,,0,,,,,,Courtney,Terrace,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{27477DC7-C958-422D-BC7A-19C009A93B9D},0,,27477DC7-C958-422D-BC7A-19C009A93B9D,Unknown,,,,,Ter,Courtney Ter,2019-10-01 15:50:31+00:00,Courtney Ter Acton 93510,27477DC7-C958-422D-BC7A-19C009A93B9D__Courtney_Ter_Acton_93510,Courtney,Courtney Terrace Ter Acton 93510,,,POINT (6513632.760015 2005288.495604),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Katrina St(Nog)/Vic Mary Rd Acton 93510,,3057028004,,0,,,,,,Vac/Katrina St(Nog)/Vic Mary,Road,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{DB5BF2CD-E942-4F2A-85AE-434EF987948A},0,,DB5BF2CD-E942-4F2A-85AE-434EF987948A,Unknown,,,,,Rd,Vac/Katrina St(Nog)/Vic Mary Rd,2015-05-01 18:11:25+00:00,Vac/Katrina St(Nog)/Vic Mary Rd Acton 93510,DB5BF2CD-E942-4F2A-85AE-434EF987948A__Vac/Katrina_St(Nog)/Vic_Mary_Rd_Acton_93510,Vac/Katrina St(Nog)/Vic Mary,Vac/Katrina St(Nog)/Vic Mary Road Rd Acton 93510,,,POINT (6515837.976405 2006244.076042),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Indian Oak Rd/Vic Lake Meado Acton 93510,,3058026008,,0,,,,,,Vac/Indian Oak Rd/Vic Lake Meado,,,,,,,,,,,,,,93510,,Unincorporated,Acton,,,,,LACO DPW House Numbering Map,{883C9855-FC97-464F-8152-D244A62135BF},0,,883C9855-FC97-464F-8152-D244A62135BF,Unknown,,,,,,Vac/Indian Oak Rd/Vic Lake Meado,2015-05-01 18:04:00+00:00,Vac/Indian Oak Rd/Vic Lake Meado Acton 93510,883C9855-FC97-464F-8152-D244A62135BF__Vac/Indian_Oak_Rd/Vic_Lake_Meado_Acton_93510,Vac/Indian Oak Rd/Vic Lake Meado,Vac/Indian Oak Rd/Vic Lake Meado Acton 93510,,,POINT (6506406.345991 1990149.904819),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Pallett Creek Rd Valyermo 93563,,3060008017,,0,,,,,,Pallett Creek,Road,,,,,,,,,,,,,93563,,Unincorporated,Valyermo,,,,,LACO DPW House Numbering Map,{1DA0221B-3983-4BB0-9D02-B9BC1662A089},0,,1DA0221B-3983-4BB0-9D02-B9BC1662A089,Unknown,,,,,Rd,Pallett Creek Rd,2015-05-07 20:45:33+00:00,Pallett Creek Rd Valyermo 93563,1DA0221B-3983-4BB0-9D02-B9BC1662A089__Pallett_Creek_Rd_Valyermo_93563,Pallett Creek,Pallett Creek Road Rd Valyermo 93563,,,POINT (6593895.141813 1988804.846485),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Longview Ave Pearblossom 93553,,3060015004,,0,,,,,,Longview,Avenue,,,,,,,,,,,,,93553,,Unincorporated,Pearblossom,,,,,LACO DPW House Numbering Map,{DC9DA627-4B81-4933-A738-B657369ED3F2},0,,DC9DA627-4B81-4933-A738-B657369ED3F2,Unknown,,,,,Ave,Longview Ave,2015-05-07 20:45:33+00:00,Longview Ave Pearblossom 93553,DC9DA627-4B81-4933-A738-B657369ED3F2__Longview_Ave_Pearblossom_93553,Longview,Longview Avenue Ave Pearblossom 93553,,,POINT (6592395.523093 1984600.179041),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Tumbleweed Rd Pearblossom 93553,,3060020089,,0,,,,,,Tumbleweed,Road,,,,,,,,,,,,,93553,,Unincorporated,Pearblossom,,,,,LACO DPW House Numbering Map,{AE4A65D9-146F-4C9A-B5D7-41D702352B29},0,,AE4A65D9-146F-4C9A-B5D7-41D702352B29,Unknown,,,,,Rd,Tumbleweed Rd,2015-05-07 20:45:33+00:00,Tumbleweed Rd Pearblossom 93553,AE4A65D9-146F-4C9A-B5D7-41D702352B29__Tumbleweed_Rd_Pearblossom_93553,Tumbleweed,Tumbleweed Road Rd Pearblossom 93553,,,POINT (6594981.069759 1982626.535023),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Peach Tree Ln/Vic Ave X Pearblossom 93553,,3060033004,,0,,,,,,Vac/Peach Tree Ln/Vic Ave X,,,,,,,,,,,,,,93553,,Unincorporated,Pearblossom,,,,,LACO DPW House Numbering Map,{ACE6FB7A-8E1B-4A99-A433-4DE165B2C16C},0,,ACE6FB7A-8E1B-4A99-A433-4DE165B2C16C,Unknown,,,,,,Vac/Peach Tree Ln/Vic Ave X,2015-05-01 18:02:29+00:00,Vac/Peach Tree Ln/Vic Ave X Pearblossom 93553,ACE6FB7A-8E1B-4A99-A433-4DE165B2C16C__Vac/Peach_Tree_Ln/Vic_Ave_X_Pearblossom_93553,Vac/Peach Tree Ln/Vic Ave X,Vac/Peach Tree Ln/Vic Ave X Pearblossom 93553,,,POINT (6592100.256295 1998295.232032),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
165th St E Llano 93544,,3061029011,,0,,,,,,165th,Street,East,,,,,,,,,,,,93544,,Unincorporated,Llano,,,,,LACO DPW House Numbering Map,{C7759BBF-E7BB-4DF4-BB5E-183B1A11FD2B},0,,C7759BBF-E7BB-4DF4-BB5E-183B1A11FD2B,Unknown,,,E,,St,165th St E,2015-05-07 20:45:33+00:00,165th St E Llano 93544,C7759BBF-E7BB-4DF4-BB5E-183B1A11FD2B__165th_St_E_Llano_93544,165th,165th Street St E Llano 93544,,,POINT (6608154.893149 1993515.248154),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Ave/Vic 158th E Lancaster 93535,,3069004003,,0,,,,,,Vac/Newmont Ave/Vic 158th,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{96C68752-D7F6-421A-A603-0A0D7D0920CD},0,,96C68752-D7F6-421A-A603-0A0D7D0920CD,Unknown,,,E,,,Vac/Newmont Ave/Vic 158th E,2016-01-12 13:43:55+00:00,Vac/Newmont Ave/Vic 158th E Lancaster 93535,96C68752-D7F6-421A-A603-0A0D7D0920CD__Vac/Newmont_Ave/Vic_158th_E_Lancaster_93535,Vac/Newmont Ave/Vic 158th,Vac/Newmont Ave/Vic 158th E Lancaster 93535,,,POINT (6606769.102942 2048858.739172),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Viewmontt(Pav)/Vic 158th S Lancaster 93535,,3069005019,,0,,,,,,Vac/Viewmontt(Pav)/Vic 158th,,South,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{CF4E8F5D-DC23-42C3-80AF-934A099FB8A8},0,,CF4E8F5D-DC23-42C3-80AF-934A099FB8A8,Unknown,,,S,,,Vac/Viewmontt(Pav)/Vic 158th S,2016-01-12 13:43:55+00:00,Vac/Viewmontt(Pav)/Vic 158th S Lancaster 93535,CF4E8F5D-DC23-42C3-80AF-934A099FB8A8__Vac/Viewmontt(Pav)/Vic_158th_S_Lancaster_93535,Vac/Viewmontt(Pav)/Vic 158th,Vac/Viewmontt(Pav)/Vic 158th S Lancaster 93535,,,POINT (6606861.285172 2049017.904536),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/150th E/151st E/Vic Ave N12 Lancaster 93535,,3069010007,,0,,,,,,Vac/150th E/151st E/Vic Ave N12,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{F66C31AF-81C2-4145-9C84-7C684B84068A},0,,F66C31AF-81C2-4145-9C84-7C684B84068A,Unknown,,,,,,Vac/150th E/151st E/Vic Ave N12,2016-01-12 13:43:55+00:00,Vac/150th E/151st E/Vic Ave N12 Lancaster 93535,F66C31AF-81C2-4145-9C84-7C684B84068A__Vac/150th_E/151st_E/Vic_Ave_N12_Lancaster_93535,Vac/150th E/151st E/Vic Ave N12,Vac/150th E/151st E/Vic Ave N12 Lancaster 93535,,,POINT (6603431.520706 2048767.934892),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Ave/(Nog)Ave N8/152 Lancaster 93535,,3069010014,,0,,,,,,Vac/Newmont Ave/(Nog)Ave N8/152,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{B185D983-2C62-44E8-AC04-B5D67C462D75},0,,B185D983-2C62-44E8-AC04-B5D67C462D75,Unknown,,,,,,Vac/Newmont Ave/(Nog)Ave N8/152,2016-01-12 13:43:55+00:00,Vac/Newmont Ave/(Nog)Ave N8/152 Lancaster 93535,B185D983-2C62-44E8-AC04-B5D67C462D75__Vac/Newmont_Ave/(Nog)Ave_N8/152_Lancaster_93535,Vac/Newmont Ave/(Nog)Ave N8/152,Vac/Newmont Ave/(Nog)Ave N8/152 Lancaster 93535,,,POINT (6603668.402122 2049045.686961),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Ave/(Nog)Ave N8/152E Lancaster 93535,,3069010015,,0,,,,,,Vac/Newmont Ave/(Nog)Ave N8/152E,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{7F4EEC93-B74E-4BCC-8189-873B3B3EE98B},0,,7F4EEC93-B74E-4BCC-8189-873B3B3EE98B,Unknown,,,,,,Vac/Newmont Ave/(Nog)Ave N8/152E,2016-01-12 13:43:55+00:00,Vac/Newmont Ave/(Nog)Ave N8/152E Lancaster 93535,7F4EEC93-B74E-4BCC-8189-873B3B3EE98B__Vac/Newmont_Ave/(Nog)Ave_N8/152E_Lancaster_93535,Vac/Newmont Ave/(Nog)Ave N8/152E,Vac/Newmont Ave/(Nog)Ave N8/152E Lancaster 93535,,,POINT (6603768.571869 2049045.686961),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Ave /Vic 152nd E Lancaster 93535,,3069011016,,0,,,,,,Vac/Newmont Ave /Vic 152nd,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{B52528D0-3783-414F-849A-95143EA3972A},0,,B52528D0-3783-414F-849A-95143EA3972A,Unknown,,,E,,,Vac/Newmont Ave /Vic 152nd E,2016-01-12 13:43:55+00:00,Vac/Newmont Ave /Vic 152nd E Lancaster 93535,B52528D0-3783-414F-849A-95143EA3972A__Vac/Newmont_Ave_/Vic_152nd_E_Lancaster_93535,Vac/Newmont Ave /Vic 152nd,Vac/Newmont Ave /Vic 152nd E Lancaster 93535,,,POINT (6604178.335157 2048888.574415),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Av/Vic Grey Stallion Lancaster 93535,,3069011022,,0,,,,,,Vac/Newmont Av/Vic Grey Stallion,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{E6773C61-371A-4DF0-8D11-7808BD833888},0,,E6773C61-371A-4DF0-8D11-7808BD833888,Unknown,,,,,,Vac/Newmont Av/Vic Grey Stallion,2016-01-12 13:43:55+00:00,Vac/Newmont Av/Vic Grey Stallion Lancaster 93535,E6773C61-371A-4DF0-8D11-7808BD833888__Vac/Newmont_Av/Vic_Grey_Stallion_Lancaster_93535,Vac/Newmont Av/Vic Grey Stallion,Vac/Newmont Av/Vic Grey Stallion Lancaster 93535,,,POINT (6604832.944084 2048888.574415),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Newmont Ave/Vic 15snd E Lancaster 93535,,3069012005,,0,,,,,,Vac/Newmont Ave/Vic 15snd,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{EDC5A827-D967-4383-AC28-05A512318828},0,,EDC5A827-D967-4383-AC28-05A512318828,Unknown,,,E,,,Vac/Newmont Ave/Vic 15snd E,2016-01-12 13:43:55+00:00,Vac/Newmont Ave/Vic 15snd E Lancaster 93535,EDC5A827-D967-4383-AC28-05A512318828__Vac/Newmont_Ave/Vic_15snd_E_Lancaster_93535,Vac/Newmont Ave/Vic 15snd,Vac/Newmont Ave/Vic 15snd E Lancaster 93535,,,POINT (6604832.300385 2049036.445182),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Nog)Ave N8/Valeport Ave Lancaster 93535,,3069013007,,0,,,,,,Vac/(Nog)Ave N8/Valeport,Avenue,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{395FE924-3D1B-4D8E-8D11-A2E48AEF0032},0,,395FE924-3D1B-4D8E-8D11-A2E48AEF0032,Unknown,,,,,Ave,Vac/(Nog)Ave N8/Valeport Ave,2016-01-12 13:43:55+00:00,Vac/(Nog)Ave N8/Valeport Ave Lancaster 93535,395FE924-3D1B-4D8E-8D11-A2E48AEF0032__Vac/(Nog)Ave_N8/Valeport_Ave_Lancaster_93535,Vac/(Nog)Ave N8/Valeport,Vac/(Nog)Ave N8/Valeport Avenue Ave Lancaster 93535,,,POINT (6606350.145446 2049834.742798),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Cor(Nog) Ave N8/(Nog)155th E Lancaster 93535,,3069013009,,0,,,,,,Vac/Cor(Nog) Ave N8/(Nog)155th,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{6E5CABFE-BA2A-42F0-936D-95DEBC9E6DEE},0,,6E5CABFE-BA2A-42F0-936D-95DEBC9E6DEE,Unknown,,,E,,,Vac/Cor(Nog) Ave N8/(Nog)155th E,2016-01-12 13:43:55+00:00,Vac/Cor(Nog) Ave N8/(Nog)155th E Lancaster 93535,6E5CABFE-BA2A-42F0-936D-95DEBC9E6DEE__Vac/Cor(Nog)_Ave_N8/(Nog)155th_E_Lancaster_93535,Vac/Cor(Nog) Ave N8/(Nog)155th,Vac/Cor(Nog) Ave N8/(Nog)155th E Lancaster 93535,,,POINT (6606051.849783 2049531.26309),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Nog)155th E/Vic (Nog)Ave N8 Lancaster 93535,,3069013010,,0,,,,,,Vac/(Nog)155th E/Vic (Nog)Ave N8,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{A7FD82A0-0604-41F8-B571-4FD30462ACCE},0,,A7FD82A0-0604-41F8-B571-4FD30462ACCE,Unknown,,,,,,Vac/(Nog)155th E/Vic (Nog)Ave N8,2016-01-12 13:43:55+00:00,Vac/(Nog)155th E/Vic (Nog)Ave N8 Lancaster 93535,A7FD82A0-0604-41F8-B571-4FD30462ACCE__Vac/(Nog)155th_E/Vic_(Nog)Ave_N8_Lancaster_93535,Vac/(Nog)155th E/Vic (Nog)Ave N8,Vac/(Nog)155th E/Vic (Nog)Ave N8 Lancaster 93535,,,POINT (6606068.528227 2049625.005684),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Nog)155th E/156th E/Vic N8 Lancaster 93535,,3069013019,,0,,,,,,Vac/(Nog)155th E/156th E/Vic N8,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{005A6FE2-7786-4001-8CE2-6BC6F69A7424},0,,005A6FE2-7786-4001-8CE2-6BC6F69A7424,Unknown,,,,,,Vac/(Nog)155th E/156th E/Vic N8,2016-01-12 13:43:55+00:00,Vac/(Nog)155th E/156th E/Vic N8 Lancaster 93535,005A6FE2-7786-4001-8CE2-6BC6F69A7424__Vac/(Nog)155th_E/156th_E/Vic_N8_Lancaster_93535,Vac/(Nog)155th E/156th E/Vic N8,Vac/(Nog)155th E/156th E/Vic N8 Lancaster 93535,,,POINT (6606068.528227 2050576.569726),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Nog) Ave N/Cor (Nog)160th E Lancaster 93535,,3069015009,,0,,,,,,Vac/(Nog) Ave N/Cor (Nog)160th,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{860C9DD7-0121-4B25-A5A4-C0C221909248},0,,860C9DD7-0121-4B25-A5A4-C0C221909248,Unknown,,,E,,,Vac/(Nog) Ave N/Cor (Nog)160th E,2016-01-12 13:43:55+00:00,Vac/(Nog) Ave N/Cor (Nog)160th E Lancaster 93535,860C9DD7-0121-4B25-A5A4-C0C221909248__Vac/(Nog)_Ave_N/Cor_(Nog)160th_E_Lancaster_93535,Vac/(Nog) Ave N/Cor (Nog)160th,Vac/(Nog) Ave N/Cor (Nog)160th E Lancaster 93535,,,POINT (6607897.292286 2052004.900859),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Nog)160th E/Vic Ave N Lancaster 93535,,3069015010,,0,,,,,,Vac/(Nog)160th E/Vic,Avenue,North,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{DD8DC946-3312-4757-B040-F9F9D5648286},0,,DD8DC946-3312-4757-B040-F9F9D5648286,Unknown,,,N,,Ave,Vac/(Nog)160th E/Vic Ave N,2016-01-12 13:43:55+00:00,Vac/(Nog)160th E/Vic Ave N Lancaster 93535,DD8DC946-3312-4757-B040-F9F9D5648286__Vac/(Nog)160th_E/Vic_Ave_N_Lancaster_93535,Vac/(Nog)160th E/Vic,Vac/(Nog)160th E/Vic Avenue Ave N Lancaster 93535,,,POINT (6607879.754592 2051896.594973),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/156th E/Vic Valeport Ave Lancaster 93535,,3069017009,,0,,,,,,Vac/156th E/Vic Valeport,Avenue,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{2667E053-73D7-4066-B767-B0FFF3F20381},0,,2667E053-73D7-4066-B767-B0FFF3F20381,Unknown,,,,,Ave,Vac/156th E/Vic Valeport Ave,2016-01-12 13:43:55+00:00,Vac/156th E/Vic Valeport Ave Lancaster 93535,2667E053-73D7-4066-B767-B0FFF3F20381__Vac/156th_E/Vic_Valeport_Ave_Lancaster_93535,Vac/156th E/Vic Valeport,Vac/156th E/Vic Valeport Avenue Ave Lancaster 93535,,,POINT (6606241.045599 2050384.430675),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/156th E/Vic Ave N4 Lancaster 93535,,3069017015,,0,,,,,,Vac/156th E/Vic Ave N4,,,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{728CE302-FF3D-4D21-A135-6245F9777622},0,,728CE302-FF3D-4D21-A135-6245F9777622,Unknown,,,,,,Vac/156th E/Vic Ave N4,2016-01-12 13:43:55+00:00,Vac/156th E/Vic Ave N4 Lancaster 93535,728CE302-FF3D-4D21-A135-6245F9777622__Vac/156th_E/Vic_Ave_N4_Lancaster_93535,Vac/156th E/Vic Ave N4,Vac/156th E/Vic Ave N4 Lancaster 93535,,,POINT (6606224.520041 2050991.954394),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/Mossdale Ave/Vic 158th E Lancaster 93535,,3069017023,,0,,,,,,Vac/Mossdale Ave/Vic 158th,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{6C581347-8E49-4BCD-8209-1B7E42FCEA74},0,,6C581347-8E49-4BCD-8209-1B7E42FCEA74,Unknown,,,E,,,Vac/Mossdale Ave/Vic 158th E,2016-01-12 13:43:55+00:00,Vac/Mossdale Ave/Vic 158th E Lancaster 93535,6C581347-8E49-4BCD-8209-1B7E42FCEA74__Vac/Mossdale_Ave/Vic_158th_E_Lancaster_93535,Vac/Mossdale Ave/Vic 158th,Vac/Mossdale Ave/Vic 158th E Lancaster 93535,,,POINT (6606815.281655 2051542.114383),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
Vac/(Drt)Ave N/Vic 158th E Lancaster 93535,,3069018017,,0,,,,,,Vac/(Drt)Ave N/Vic 158th,,East,,,,,,,,,,,,93535,,Unincorporated,Lancaster,Hi Vista,,,,LACO DPW House Numbering Map,{D4EFC5BD-2D93-4844-837B-9F8C54000EE8},0,,D4EFC5BD-2D93-4844-837B-9F8C54000EE8,Unknown,,,E,,,Vac/(Drt)Ave N/Vic 158th E,2016-01-12 13:43:55+00:00,Vac/(Drt)Ave N/Vic 158th E Lancaster 93535,D4EFC5BD-2D93-4844-837B-9F8C54000EE8__Vac/(Drt)Ave_N/Vic_158th_E_Lancaster_93535,Vac/(Drt)Ave N/Vic 158th,Vac/(Drt)Ave N/Vic 158th E Lancaster 93535,,,POINT (6606608.849981 2051691.16461),Incomplete_addresses_no_fraction&others_[validationResults]_554rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
