group_id,group_size,merge_key,FullAddress,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_has_u_pattern,_representative_address,_group,_old_addr,_validated_addr,_replaced,_rep_original_order,_rep_id_norm,_rep_addr_norm,_aligned_from_validation_order,_aligned_validation_input_address,_aligned_validation_uniqueid,_match_method,_matched_from_input_file,_source_file
717,1,1/2 E DEL AMO BLVD LONG BEACH 90805,210 1/2 E Del Amo Blvd Long Beach 90805,,7133002004,,210.0,1/2,,East,,Del,Amo,Boulevard,,,,,,,,,,,,,90805,,Long Beach,Long Beach,,,,,Long Beach GIS,{DF8E02B7-7391-45D3-8103-BE9FAA63410E},0.0,,DF8E02B7-7391-45D3-8103-BE9FAA63410E,Unknown,,E,,,Blvd,E Del Amo Blvd,2024-05-12 21:05:27+00:00,DF8E02B7-7391-45D3-8103-BE9FAA63410E_210_1/2_E_Del_Amo_Blvd_Long_Beach_90805,Del Amo,210 1/2 E Del Amo Boulevard Blvd Long Beach 90805,,,POINT (6503565.28015 1766575.473359),False,210 1/2 E Del Amo Blvd Long Beach 90805,717,210 1/2 E Del Amo Blvd Long Beach 90805,210 1/2 E Del Amo Blvd Long Beach 90805,True,238,DF8E02B7-7391-45D3-8103-BE9FAA63410E_210_1/2_E_Del_Amo_Blvd_Long_Beach_90805,210 1/2 E Del Amo Blvd Long Beach 90805,2464,210 1/2 E Del Amo Blvd Long Beach 90805,DF8E02B7-7391-45D3-8103-BE9FAA63410E_210_1/2_E_Del_Amo_Blvd_Long_Beach_90805,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
729,1,1/2 E EDNA PL COVINA 91722,16533 1/2 E Edna Pl Covina 91722,,8419026024,,16533.0,1/2,,East,,,Edna,Place,,,,,,,,,,,,,91722,,Unincorporated,Covina,,,,,LACO DPW Add,{EE58CE80-6E69-4D0F-AA71-F7EBC9233A75},0.0,,EE58CE80-6E69-4D0F-AA71-F7EBC9233A75,Unknown,,E,,,Pl,E Edna Pl,2023-02-08 14:53:28+00:00,EE58CE80-6E69-4D0F-AA71-F7EBC9233A75_16533_1/2_E_Edna_Pl_Covina_91722,Edna,16533 1/2 E Edna Place Pl Covina 91722,,,POINT (6584609.834268 1856272.091538),False,16533 1/2 E Edna Pl Covina 91722,729,16533 1/2 E Edna Pl Covina 91722,16533 1/2 E Edna Pl Covina 91722,True,239,EE58CE80-6E69-4D0F-AA71-F7EBC9233A75_16533_1/2_E_Edna_Pl_Covina_91722,16533 1/2 E Edna Pl Covina 91722,2465,16533 1/2 E Edna Pl Covina 91722,EE58CE80-6E69-4D0F-AA71-F7EBC9233A75_16533_1/2_E_Edna_Pl_Covina_91722,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
730,1,1/2 E EL SUR ST MONROVIA 91016,345 1/2 E El Sur St Monrovia 91016,,8513009008,,345.0,1/2,,East,,El,Sur,Street,,,,,,,,,,,,,91016,,Unincorporated,Monrovia,,,,,LACO DPW Add,{F9E75A08-923B-4ABE-B14C-DADF15E8499F},0.0,,F9E75A08-923B-4ABE-B14C-DADF15E8499F,Unknown,,E,,,St,E El Sur St,2023-08-30 20:52:28+00:00,F9E75A08-923B-4ABE-B14C-DADF15E8499F_345_1/2_E_El_Sur_St_Monrovia_91016,El Sur,345 1/2 E El Sur Street St Monrovia 91016,,,POINT (6562452.739147 1868376.506306),False,345 1/2 E El Sur St Monrovia 91016,730,345 1/2 E El Sur St Monrovia 91016,345 1/2 E El Sur St Monrovia 91016,True,240,F9E75A08-923B-4ABE-B14C-DADF15E8499F_345_1/2_E_El_Sur_St_Monrovia_91016,345 1/2 E El Sur St Monrovia 91016,2466,345 1/2 E El Sur St Monrovia 91016,F9E75A08-923B-4ABE-B14C-DADF15E8499F_345_1/2_E_El_Sur_St_Monrovia_91016,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
731,1,1/2 E ELGENIA ST COVINA 91722,16239 1/2 E Elgenia St Covina 91722,,8440011013,,16239.0,1/2,,East,,,Elgenia,Street,,,,,,,,,,,,,91722,,Unincorporated,Covina,,,,,LACO DPW Add,{5851C8B5-5FAB-4BED-9B08-E6595EBDAF51},0.0,,5851C8B5-5FAB-4BED-9B08-E6595EBDAF51,Unknown,,E,,,St,E Elgenia St,2019-08-19 14:40:31+00:00,5851C8B5-5FAB-4BED-9B08-E6595EBDAF51_16239_1/2_E_Elgenia_St_Covina_91722,Elgenia,16239 1/2 E Elgenia Street St Covina 91722,,,POINT (6583224.695634 1853691.022553),False,16239 1/2 E Elgenia St Covina 91722,731,16239 1/2 E Elgenia St Covina 91722,16239 1/2 E Elgenia St Covina 91722,True,241,5851C8B5-5FAB-4BED-9B08-E6595EBDAF51_16239_1/2_E_Elgenia_St_Covina_91722,16239 1/2 E Elgenia St Covina 91722,2467,16239 1/2 E Elgenia St Covina 91722,5851C8B5-5FAB-4BED-9B08-E6595EBDAF51_16239_1/2_E_Elgenia_St_Covina_91722,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
732,1,1/2 E ELIZABETH ST COMPTON 90221,3711 1/2 E Elizabeth St Compton 90221,,7302002011,,3711.0,1/2,,East,,,Elizabeth,Street,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,LACO DPW Add,{1F7E6ED4-0CFC-4587-B69A-2613BAA54D89},0.0,,1F7E6ED4-0CFC-4587-B69A-2613BAA54D89,Unknown,,E,,,St,E Elizabeth St,2022-06-23 07:47:48+00:00,1F7E6ED4-0CFC-4587-B69A-2613BAA54D89_3711_1/2_E_Elizabeth_St_Compton_90221,Elizabeth,3711 1/2 E Elizabeth Street St Compton 90221,,,POINT (6499899.337679 1781746.61723),False,3711 1/2 E Elizabeth St Compton 90221,732,3711 1/2 E Elizabeth St Compton 90221,3711 1/2 E Elizabeth St Compton 90221,True,242,1F7E6ED4-0CFC-4587-B69A-2613BAA54D89_3711_1/2_E_Elizabeth_St_Compton_90221,3711 1/2 E Elizabeth St Compton 90221,2468,3711 1/2 E Elizabeth St Compton 90221,1F7E6ED4-0CFC-4587-B69A-2613BAA54D89_3711_1/2_E_Elizabeth_St_Compton_90221,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
734,1,1/2 E ERIE ST LONG BEACH 90802,1753 1/2 E Erie St Long Beach 90802,,7275015030,,1753.0,1/2,,East,,,Erie,Street,,,,,,,,,,,,,90802,,Long Beach,Long Beach,,,,,Long Beach GIS,{DB6DB2EF-E625-431B-B32D-3662FA9F2ECE},0.0,,DB6DB2EF-E625-431B-B32D-3662FA9F2ECE,Unknown,,E,,,St,E Erie St,2024-05-12 21:05:27+00:00,DB6DB2EF-E625-431B-B32D-3662FA9F2ECE_1753_1/2_E_Erie_St_Long_Beach_90802,Erie,1753 1/2 E Erie Street St Long Beach 90802,,,POINT (6510078.343896 1738902.333496),False,1753 1/2 E Erie St Long Beach 90802,734,1753 1/2 E Erie St Long Beach 90802,1753 1/2 E Erie St Long Beach 90802,True,243,DB6DB2EF-E625-431B-B32D-3662FA9F2ECE_1753_1/2_E_Erie_St_Long_Beach_90802,1753 1/2 E Erie St Long Beach 90802,2469,1753 1/2 E Erie St Long Beach 90802,DB6DB2EF-E625-431B-B32D-3662FA9F2ECE_1753_1/2_E_Erie_St_Long_Beach_90802,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
742,1,1/2 E FORHAN ST LONG BEACH 90805,272 1/2 E Forhan St Long Beach 90805,,7305013007,,272.0,1/2,,East,,,Forhan,Street,,,,,,,,,,,,,90805,,Long Beach,Long Beach,,,,,Long Beach GIS,{0727D9E8-1448-4267-970E-3FEB13AB2F27},0.0,,0727D9E8-1448-4267-970E-3FEB13AB2F27,Unknown,,E,,,St,E Forhan St,2024-05-12 21:05:27+00:00,0727D9E8-1448-4267-970E-3FEB13AB2F27_272_1/2_E_Forhan_St_Long_Beach_90805,Forhan,272 1/2 E Forhan Street St Long Beach 90805,,,POINT (6501110.828694 1775509.549323),False,272 1/2 E Forhan St Long Beach 90805,742,272 1/2 E Forhan St Long Beach 90805,272 1/2 E Forhan St Long Beach 90805,True,244,0727D9E8-1448-4267-970E-3FEB13AB2F27_272_1/2_E_Forhan_St_Long_Beach_90805,272 1/2 E Forhan St Long Beach 90805,2470,272 1/2 E Forhan St Long Beach 90805,0727D9E8-1448-4267-970E-3FEB13AB2F27_272_1/2_E_Forhan_St_Long_Beach_90805,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
746,1,1/2 E GIORDANO ST LA PUENTE 91744,14972 1/2 E Giordano St La Puente 91744,,8212016017,,14972.0,1/2,,East,,,Giordano,Street,,,,,,,,,,,,,91744,,Unincorporated,La Puente,Industry,,,,LACO DPW Add,{6CE3092B-4920-46B5-8366-9BEE1765EC94},0.0,,6CE3092B-4920-46B5-8366-9BEE1765EC94,Unknown,,E,,,St,E Giordano St,2023-03-02 15:13:13+00:00,6CE3092B-4920-46B5-8366-9BEE1765EC94_14972_1/2_E_Giordano_St_La_Puente_91744,Giordano,14972 1/2 E Giordano Street St La Puente 91744,,,POINT (6574049.407883 1836228.805509),False,14972 1/2 E Giordano St La Puente 91744,746,14972 1/2 E Giordano St La Puente 91744,14972 1/2 E Giordano St La Puente 91744,True,245,6CE3092B-4920-46B5-8366-9BEE1765EC94_14972_1/2_E_Giordano_St_La_Puente_91744,14972 1/2 E Giordano St La Puente 91744,2471,14972 1/2 E Giordano St La Puente 91744,6CE3092B-4920-46B5-8366-9BEE1765EC94_14972_1/2_E_Giordano_St_La_Puente_91744,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
754,1,1/2 E GREENHAVEN ST COVINA 91722,19325 1/2 E Greenhaven St Covina 91722,,8405016005,,19325.0,1/2,,East,,,Greenhaven,Street,,,,,,,,,,,,,91722,,Unincorporated,Covina,,,,,LACO DPW Add,{FC90783E-57C6-4A9E-B36C-55E5CEF2E9D0},0.0,,FC90783E-57C6-4A9E-B36C-55E5CEF2E9D0,Unknown,,E,,,St,E Greenhaven St,2023-05-10 13:50:51+00:00,FC90783E-57C6-4A9E-B36C-55E5CEF2E9D0_19325_1/2_E_Greenhaven_St_Covina_91722,Greenhaven,19325 1/2 E Greenhaven Street St Covina 91722,,,POINT (6599901.926387 1859014.556526),False,19325 1/2 E Greenhaven St Covina 91722,754,19325 1/2 E Greenhaven St Covina 91722,19325 1/2 E Greenhaven St Covina 91722,True,246,FC90783E-57C6-4A9E-B36C-55E5CEF2E9D0_19325_1/2_E_Greenhaven_St_Covina_91722,19325 1/2 E Greenhaven St Covina 91722,2472,19325 1/2 E Greenhaven St Covina 91722,FC90783E-57C6-4A9E-B36C-55E5CEF2E9D0_19325_1/2_E_Greenhaven_St_Covina_91722,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
759,1,1/2 E HAMMOND ST PASADENA 91104,279 1/2 E Hammond St Pasadena 91104,,5729021012,,279.0,1/2,,East,,,Hammond,Street,,,,,,,,,,,,,91104,,Pasadena,Pasadena,,,,,Pasadena GIS,{0C6F5A74-C1AD-4276-BC27-68856157032F},0.0,,0C6F5A74-C1AD-4276-BC27-68856157032F,Unknown,,E,,,St,E Hammond St,2024-05-12 21:05:27+00:00,0C6F5A74-C1AD-4276-BC27-68856157032F_279_1/2_E_Hammond_St_Pasadena_91104,Hammond,279 1/2 E Hammond Street St Pasadena 91104,,,POINT (6517837.819847 1882581.913262),False,279 1/2 E Hammond St Pasadena 91104,759,279 1/2 E Hammond St Pasadena 91104,279 1/2 E Hammond St Pasadena 91104,True,247,0C6F5A74-C1AD-4276-BC27-68856157032F_279_1/2_E_Hammond_St_Pasadena_91104,279 1/2 E Hammond St Pasadena 91104,2473,279 1/2 E Hammond St Pasadena 91104,0C6F5A74-C1AD-4276-BC27-68856157032F_279_1/2_E_Hammond_St_Pasadena_91104,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
760,1,1/2 E HARCOURT ST LONG BEACH 90805,217 1/2 E Harcourt St Long Beach 90805,,7307010011,,217.0,1/2,,East,,,Harcourt,Street,,,,,,,,,,,,,90805,,Long Beach,Long Beach,,,,,Long Beach GIS,{BDC5E806-9635-43BA-8BD8-C5D0FCE48B0E},0.0,,BDC5E806-9635-43BA-8BD8-C5D0FCE48B0E,Unknown,,E,,,St,E Harcourt St,2024-05-12 21:05:27+00:00,BDC5E806-9635-43BA-8BD8-C5D0FCE48B0E_217_1/2_E_Harcourt_St_Long_Beach_90805,Harcourt,217 1/2 E Harcourt Street St Long Beach 90805,,,POINT (6501546.766143 1774572.063009),False,217 1/2 E Harcourt St Long Beach 90805,760,217 1/2 E Harcourt St Long Beach 90805,217 1/2 E Harcourt St Long Beach 90805,True,248,BDC5E806-9635-43BA-8BD8-C5D0FCE48B0E_217_1/2_E_Harcourt_St_Long_Beach_90805,217 1/2 E Harcourt St Long Beach 90805,2474,217 1/2 E Harcourt St Long Beach 90805,BDC5E806-9635-43BA-8BD8-C5D0FCE48B0E_217_1/2_E_Harcourt_St_Long_Beach_90805,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
762,1,1/2 E HARRIET ST ALTADENA 91001,128 1/2 E Harriet St Altadena 91001,,5835031015,,128.0,1/2,,East,,,Harriet,Street,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW Add,{8931204B-D814-405F-AAD8-8DF360A44BC6},0.0,,8931204B-D814-405F-AAD8-8DF360A44BC6,Unknown,,E,,,St,E Harriet St,2019-05-30 14:15:06+00:00,8931204B-D814-405F-AAD8-8DF360A44BC6_128_1/2_E_Harriet_St_Altadena_91001,Harriet,128 1/2 E Harriet Street St Altadena 91001,,,POINT (6517266.861999 1891233.838544),False,128 1/2 E Harriet St Altadena 91001,762,128 1/2 E Harriet St Altadena 91001,128 1/2 E Harriet St Altadena 91001,True,249,8931204B-D814-405F-AAD8-8DF360A44BC6_128_1/2_E_Harriet_St_Altadena_91001,128 1/2 E Harriet St Altadena 91001,2475,128 1/2 E Harriet St Altadena 91001,8931204B-D814-405F-AAD8-8DF360A44BC6_128_1/2_E_Harriet_St_Altadena_91001,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
772,1,1/2 E IVA ST COMPTON 90221,3829 1/2 E Iva St Compton 90221,,7302026024,,3829.0,1/2,,East,,,Iva,Street,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,LACO DPW Add,{5DB7575F-8754-416E-AD80-019D461DD54F},0.0,,5DB7575F-8754-416E-AD80-019D461DD54F,Unknown,,E,,,St,E Iva St,2019-02-27 15:33:26+00:00,5DB7575F-8754-416E-AD80-019D461DD54F_3829_1/2_E_Iva_St_Compton_90221,Iva,3829 1/2 E Iva Street St Compton 90221,,,POINT (6500406.147033 1779592.717994),False,3829 1/2 E Iva St Compton 90221,772,3829 1/2 E Iva St Compton 90221,3829 1/2 E Iva St Compton 90221,True,250,5DB7575F-8754-416E-AD80-019D461DD54F_3829_1/2_E_Iva_St_Compton_90221,3829 1/2 E Iva St Compton 90221,2476,3829 1/2 E Iva St Compton 90221,5DB7575F-8754-416E-AD80-019D461DD54F_3829_1/2_E_Iva_St_Compton_90221,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
775,1,1/2 E KNOPF ST COMPTON 90222,2154 1/2 E Knopf St Compton 90222,,6152015003,,2154.0,1/2,,East,,,Knopf,Street,,,,,,,,,,,,,90222,,Unincorporated,Compton,,,,,LACO DPW Add,{38BACB39-DC36-428C-92AC-3F97C54D9942},0.0,,38BACB39-DC36-428C-92AC-3F97C54D9942,Unknown,,E,,,St,E Knopf St,2022-07-18 18:39:43+00:00,38BACB39-DC36-428C-92AC-3F97C54D9942_2154_1/2_E_Knopf_St_Compton_90222,Knopf,2154 1/2 E Knopf Street St Compton 90222,,,POINT (6491175.572974 1790691.883132),False,2154 1/2 E Knopf St Compton 90222,775,2154 1/2 E Knopf St Compton 90222,2154 1/2 E Knopf St Compton 90222,True,251,38BACB39-DC36-428C-92AC-3F97C54D9942_2154_1/2_E_Knopf_St_Compton_90222,2154 1/2 E Knopf St Compton 90222,2477,2154 1/2 E Knopf St Compton 90222,38BACB39-DC36-428C-92AC-3F97C54D9942_2154_1/2_E_Knopf_St_Compton_90222,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
779,1,1/2 E LAXFORD RD COVINA 91722,18812 1/2 E Laxford Rd Covina 91722,,8630015055,,18812.0,1/2,,East,,,Laxford,Road,,,,,,,,,,,,,91722,,Unincorporated,Covina,,,,,LACO DPW Add,{F5F25D00-FC7D-4C68-8080-97506CC48660},0.0,,F5F25D00-FC7D-4C68-8080-97506CC48660,Unknown,,E,,,Rd,E Laxford Rd,2020-09-29 10:31:49+00:00,F5F25D00-FC7D-4C68-8080-97506CC48660_18812_1/2_E_Laxford_Rd_Covina_91722,Laxford,18812 1/2 E Laxford Road Rd Covina 91722,,,POINT (6597036.650294 1861938.715375),False,18812 1/2 E Laxford Rd Covina 91722,779,18812 1/2 E Laxford Rd Covina 91722,18812 1/2 E Laxford Rd Covina 91722,True,252,F5F25D00-FC7D-4C68-8080-97506CC48660_18812_1/2_E_Laxford_Rd_Covina_91722,18812 1/2 E Laxford Rd Covina 91722,2478,18812 1/2 E Laxford Rd Covina 91722,F5F25D00-FC7D-4C68-8080-97506CC48660_18812_1/2_E_Laxford_Rd_Covina_91722,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
782,1,1/2 E LINFIELD ST GLENDORA 91740,19065 1/2 E Linfield St Glendora 91740,,8633011041,,19065.0,1/2,,East,,,Linfield,Street,,,,,,,,,,,,,91740,,Unincorporated,Glendora,,,,,LACO DPW Add,{BF1EF968-EC3A-49A8-A84A-DDF92081C9DA},0.0,,BF1EF968-EC3A-49A8-A84A-DDF92081C9DA,Unknown,,E,,,St,E Linfield St,2023-09-16 22:41:50+00:00,BF1EF968-EC3A-49A8-A84A-DDF92081C9DA_19065_1/2_E_Linfield_St_Glendora_91740,Linfield,19065 1/2 E Linfield Street St Glendora 91740,,,POINT (6598260.048766 1867703.724515),False,19065 1/2 E Linfield St Glendora 91740,782,19065 1/2 E Linfield St Glendora 91740,19065 1/2 E Linfield St Glendora 91740,True,253,BF1EF968-EC3A-49A8-A84A-DDF92081C9DA_19065_1/2_E_Linfield_St_Glendora_91740,19065 1/2 E Linfield St Glendora 91740,2479,19065 1/2 E Linfield St Glendora 91740,BF1EF968-EC3A-49A8-A84A-DDF92081C9DA_19065_1/2_E_Linfield_St_Glendora_91740,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
783,1,1/2 E LINSLEY ST COMPTON 90221,4609 1/2 E Linsley St Compton 90221,,6181030047,,4609.0,1/2,,East,,,Linsley,Street,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,LACO DPW Add,{89B3E41F-3BF3-49DB-B0DD-8AB8EFC905CB},0.0,,89B3E41F-3BF3-49DB-B0DD-8AB8EFC905CB,Unknown,,E,,,St,E Linsley St,2019-03-08 09:52:40+00:00,89B3E41F-3BF3-49DB-B0DD-8AB8EFC905CB_4609_1/2_E_Linsley_St_Compton_90221,Linsley,4609 1/2 E Linsley Street St Compton 90221,,,POINT (6503512.468904 1782726.925637),False,4609 1/2 E Linsley St Compton 90221,783,4609 1/2 E Linsley St Compton 90221,4609 1/2 E Linsley St Compton 90221,True,254,89B3E41F-3BF3-49DB-B0DD-8AB8EFC905CB_4609_1/2_E_Linsley_St_Compton_90221,4609 1/2 E Linsley St Compton 90221,2480,4609 1/2 E Linsley St Compton 90221,89B3E41F-3BF3-49DB-B0DD-8AB8EFC905CB_4609_1/2_E_Linsley_St_Compton_90221,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
796,1,1/2 E MCMILLAN ST COMPTON 90221,5408 1/2 E McMillan St Compton 90221,,6188027007,,5408.0,1/2,,East,,,McMillan,Street,,,,,,,,,,,,,90221,,Unincorporated,Compton,East Rancho Dominguez,,,,LACO DPW Add,{D53FA04D-F05B-474A-91E0-876E81612043},0.0,,D53FA04D-F05B-474A-91E0-876E81612043,Unknown,,E,,,St,E McMillan St,2019-08-19 16:30:12+00:00,D53FA04D-F05B-474A-91E0-876E81612043_5408_1/2_E_McMillan_St_Compton_90221,McMillan,5408 1/2 E McMillan Street St Compton 90221,,,POINT (6504938.434556 1787881.255551),False,5408 1/2 E McMillan St Compton 90221,796,5408 1/2 E McMillan St Compton 90221,5408 1/2 E McMillan St Compton 90221,True,255,D53FA04D-F05B-474A-91E0-876E81612043_5408_1/2_E_McMillan_St_Compton_90221,5408 1/2 E McMillan St Compton 90221,2481,5408 1/2 E McMillan St Compton 90221,D53FA04D-F05B-474A-91E0-876E81612043_5408_1/2_E_McMillan_St_Compton_90221,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
800,1,1/2 E MESARICA RD COVINA 91724,20779 1/2 E Mesarica Rd Covina 91724,,8426022006,,20779.0,1/2,,East,,,Mesarica,Road,,,,,,,,,,,,,91724,,Unincorporated,Covina,Charter Oak,,,,LACO DPW Add,{3A6422BD-414A-4E1D-BA96-3C396C67AC53},0.0,,3A6422BD-414A-4E1D-BA96-3C396C67AC53,Unknown,,E,,,Rd,E Mesarica Rd,2021-09-21 16:54:26+00:00,3A6422BD-414A-4E1D-BA96-3C396C67AC53_20779_1/2_E_Mesarica_Rd_Covina_91724,Mesarica,20779 1/2 E Mesarica Road Rd Covina 91724,,,POINT (6607685.806161 1852761.450265),False,20779 1/2 E Mesarica Rd Covina 91724,800,20779 1/2 E Mesarica Rd Covina 91724,20779 1/2 E Mesarica Rd Covina 91724,True,256,3A6422BD-414A-4E1D-BA96-3C396C67AC53_20779_1/2_E_Mesarica_Rd_Covina_91724,20779 1/2 E Mesarica Rd Covina 91724,2482,20779 1/2 E Mesarica Rd Covina 91724,3A6422BD-414A-4E1D-BA96-3C396C67AC53_20779_1/2_E_Mesarica_Rd_Covina_91724,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
802,1,1/2 E MILLMONT ST CARSON 90746,1238 1/2 E Millmont St Carson 90746,,7322008017,,1238.0,1/2,,East,,,Millmont,Street,,,,,,,,,,,,,90746,,Carson,Carson,,,,,CAMS,{595C6877-0296-4346-968F-F6114974524E},0.0,,595C6877-0296-4346-968F-F6114974524E,Unknown,,E,,,St,E Millmont St,2023-04-06 15:37:22+00:00,595C6877-0296-4346-968F-F6114974524E_1238_1/2_E_Millmont_St_Carson_90746,Millmont,1238 1/2 E Millmont Street St Carson 90746,,,POINT (6485739.107798 1770142.715569),False,1238 1/2 E Millmont St Carson 90746,802,1238 1/2 E Millmont St Carson 90746,1238 1/2 E Millmont St Carson 90746,True,257,595C6877-0296-4346-968F-F6114974524E_1238_1/2_E_Millmont_St_Carson_90746,1238 1/2 E Millmont St Carson 90746,2483,1238 1/2 E Millmont St Carson 90746,595C6877-0296-4346-968F-F6114974524E_1238_1/2_E_Millmont_St_Carson_90746,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
806,1,1/2 E MORNINGSIDE ST LONG BEACH 90805,485 1/2 E Morningside St Long Beach 90805,,7130008021,,485.0,1/2,,East,,,Morningside,Street,,,,,,,,,,,,,90805,,Long Beach,Long Beach,,,,,Long Beach GIS,{8E3363A7-B804-4763-BF08-EEAD168ACE97},0.0,,8E3363A7-B804-4763-BF08-EEAD168ACE97,Unknown,,E,,,St,E Morningside St,2024-05-12 21:05:27+00:00,8E3363A7-B804-4763-BF08-EEAD168ACE97_485_1/2_E_Morningside_St_Long_Beach_90805,Morningside,485 1/2 E Morningside Street St Long Beach 90805,,,POINT (6505018.359921 1767877.326727),False,485 1/2 E Morningside St Long Beach 90805,806,485 1/2 E Morningside St Long Beach 90805,485 1/2 E Morningside St Long Beach 90805,True,258,8E3363A7-B804-4763-BF08-EEAD168ACE97_485_1/2_E_Morningside_St_Long_Beach_90805,485 1/2 E Morningside St Long Beach 90805,2484,485 1/2 E Morningside St Long Beach 90805,8E3363A7-B804-4763-BF08-EEAD168ACE97_485_1/2_E_Morningside_St_Long_Beach_90805,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
811,1,1/2 E NAPLES PLZ LONG BEACH 90803,5810 1/2 E Naples Plz Long Beach 90803,,7243012002,,5810.0,1/2,,East,,,Naples,Plaza,,,,,,,,,,,,,90803,,Long Beach,Long Beach,,,,,Long Beach GIS,{F84C4BB0-D059-4572-8C35-A3925CC4411A},0.0,,F84C4BB0-D059-4572-8C35-A3925CC4411A,Unknown,,E,,,Plaza,E Naples Plz,2024-05-12 21:05:27+00:00,F84C4BB0-D059-4572-8C35-A3925CC4411A_5810_1/2_E_Naples_Plz_Long_Beach_90803,Naples,5810 1/2 E Naples Plaza Plaza Long Beach 90803,,,POINT (6524968.653354 1733661.215041),False,5810 1/2 E Naples Plz Long Beach 90803,811,5810 1/2 E Naples Plz Long Beach 90803,5810 1/2 E Naples Plz Long Beach 90803,True,259,F84C4BB0-D059-4572-8C35-A3925CC4411A_5810_1/2_E_Naples_Plz_Long_Beach_90803,5810 1/2 E Naples Plz Long Beach 90803,2485,5810 1/2 E Naples Plz Long Beach 90803,F84C4BB0-D059-4572-8C35-A3925CC4411A_5810_1/2_E_Naples_Plz_Long_Beach_90803,id,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
